q1,q2,q3,xe,ye,thetae
2.76,-0.71,0,-240.53,279.13,117.46
2.89,-1.03,0,-200.06,281.57,106.57
0.29,-0.28,0,384.56,39.77,0.57
1.9,-1.92,2,36.22,239.69,113.45
3.05,-1.55,1,-224.41,219.37,143.24
2.69,-2.99,0,131.42,-20.1,-17.19
2.37,-1.17,1,-122.58,316.92,126.05
3.03,-0.87,-1,-149.52,241.74,66.46
2.25,-1.08,1,-104.26,328.2,124.33
1.29,-2.85,0,38.83,-135.08,-89.38
0.87,-2.45,0,81.43,-160.63,-90.53
0.61,-0.95,1,331.81,110.82,37.82
1.92,-1.8,-1,167.42,37.52,-50.42
1.18,-0.57,1,150.98,324.57,92.25
1.52,-2.24,1,229.27,80.04,16.04
0.16,-0.64,-1,255.44,-168.78,-84.8
2.06,-1.4,-1,164.17,151.1,-19.48
2.26,-2.94,0,119.5,-63.16,-38.96
1.19,-0.1,1,43.93,348.82,119.75
0.04,-0.12,0,389.06,-15.58,-4.58
1.99,-1.53,1,77.95,305.66,83.65
2.78,-0.45,-1,-180.08,266.54,76.2
0.43,-2.07,0,100.19,-205.18,-93.97
2.97,-1.03,-1,-98.33,248.42,53.86
0.54,-3.0,2,127.03,-72.78,-26.36
1.93,-1.06,1,-0.19,345.29,107.14
0.26,-0.17,-1,334.89,-57.53,-52.14
0.4,-0.93,-1,237.2,-144.99,-87.66
2.06,-0.33,1,-200.84,295.12,156.42
1.26,-0.31,-1,245.21,223.02,-2.86
1.06,-2.17,-1,54.61,-114.59,-120.89
1.95,-3.06,0,67.49,-112.12,-63.6
3.04,-0.33,0,-365.49,121.95,155.27
1.31,-2.98,0,7.77,-133.12,-95.68
0.68,-0.65,-1,304.51,-21.59,-55.58
1.69,-2.63,2,124.77,137.5,60.73
2.06,-2.52,0,171.88,-0.67,-26.36
1.05,-2.38,-1,6.2,-107.78,-133.5
1.94,-1.31,0,163.17,274.42,36.1
1.97,-0.3,-1,38.49,329.87,38.39
0.3,-0.3,0,384.19,38.42,0.0
0.78,-0.82,1,296.87,192.72,55.0
2.66,-2.86,-1,59.3,-86.78,-68.75
1.45,-1.06,1,159.28,306.36,79.64
0.63,-1.6,-1,128.0,-150.42,-112.87
2.94,-1.12,-1,-70.74,247.06,46.98
0.69,-1.64,2,240.57,89.77,60.16
0.48,-1.07,-1,220.84,-142.27,-91.1
2.38,-2.09,-1,129.07,42.15,-40.68
0.15,-3.06,-1,-91.46,79.94,-224.03
2.7,-0.9,1,-269.55,225.71,160.43
0.98,-2.63,-1,-52.48,-82.99,-151.83
2.2,-0.97,1,-112.68,330.39,127.77
1.14,-1.46,1,278.77,158.97,38.96
1.16,-1.88,-1,130.32,-95.09,-98.55
1.28,-0.81,-1,265.34,117.7,-30.37
1.86,-2.74,1,174.82,39.97,6.88
2.74,-0.64,-1,-126.32,278.89,63.03
1.33,-2.99,1,122.12,-82.94,-37.82
0.33,-0.84,-1,244.34,-151.1,-86.52
2.08,-1.55,0,160.96,244.95,30.37
0.37,-2.0,-1,0.16,-146.41,-150.69
0.35,-1.06,0,319.29,-124.9,-40.68
3.02,-1.31,-1,-48.49,229.25,40.68
0.98,-0.48,1,195.69,299.96,85.94
0.04,-1.48,0,163.81,-252.58,-82.51
2.59,-1.21,-1,34.66,243.99,21.77
2.08,-0.27,-1,-4.54,333.96,46.41
2.53,-1.74,0,76.56,259.33,45.26
3.0,-2.9,0,130.0,44.3,5.73
1.0,-0.8,-1,288.22,41.96,-45.84
2.4,-2.08,1,59.8,254.64,75.63
1.12,-1.37,-1,223.59,-38.52,-71.62
3.03,-2.36,1,-40.17,224.57,95.68
2.08,-0.97,-1,123.65,244.22,6.3
2.45,-0.87,-1,7.41,284.15,33.23
1.42,-0.27,0,125.74,365.84,65.89
2.71,-1.7,-1,81.06,165.77,0.57
0.92,-0.81,0,337.19,131.97,6.3
1.55,-1.07,-1,230.83,125.41,-29.79
1.79,-2.19,-2,-4.39,-11.55,-137.51
2.62,-1.83,1,-49.48,284.01,102.56
0.35,-3.07,1,-15.82,-137.18,-98.55
1.99,-1.99,1,147.32,228.13,57.3
2.44,-2.32,0,158.83,115.03,6.88
0.66,-1.36,2,236.9,121.22,74.48
2.05,-0.62,-2,67.75,173.92,-32.66
0.77,-2.42,0,72.76,-168.69,-94.54
1.81,-0.75,1,-28.34,354.46,118.03
2.8,-3.03,-1,47.54,-108.61,-70.47
0.6,-1.58,1,309.68,-31.96,1.15
3.01,-1.66,-1,21.71,188.48,20.05
1.93,-0.7,1,-81.87,346.99,127.77
2.38,-2.62,0,158.46,27.91,-13.75
2.55,-1.88,1,-18.89,282.59,95.68
0.3,-0.71,-1,264.23,-141.72,-80.79
2.89,-1.54,-1,24.68,203.78,20.05
0.42,-1.51,1,308.3,-73.94,-5.16
1.41,-2.33,1,229.15,35.28,4.58
1.98,-1.51,0,180.08,237.02,26.93
1.41,-1.75,1,246.07,164.67,37.82
3.04,-1.59,0,-98.0,271.29,83.08
1.03,-1.4,0,309.33,17.43,-21.2
1.76,-0.56,-2,113.23,155.59,-45.84
1.2,-0.62,1,154.65,322.4,90.53
1.32,-1.08,2,77.89,258.8,128.34
0.88,-2.9,0,-30.07,-134.01,-115.74
1.81,-2.55,2,104.96,162.41,72.19
0.02,-0.43,-1,270.01,-177.54,-80.79
2.68,-2.89,-1,56.64,-90.83,-69.33
3.03,-1.77,0,-49.68,262.02,72.19
2.67,-3.13,-1,15.05,-127.86,-83.65
2.2,-2.86,-1,14.61,-104.08,-95.11
0.25,-0.02,1,295.99,184.32,70.47
1.79,-0.69,0,89.67,358.6,63.03
0.58,-2.47,-1,-57.96,-84.55,-165.58
0.99,-2.77,-1,-77.26,-64.47,-159.28
2.95,-0.33,1,-355.74,29.68,207.41
0.62,-2.21,2,222.53,-2.62,23.49
2.5,-2.24,1,61.24,234.99,72.19
0.26,-0.84,-1,233.17,-167.82,-90.53
0.03,-0.67,1,355.88,-27.94,20.63
0.48,-2.08,1,218.81,-143.32,-34.38
0.83,-1.04,0,342.02,41.73,-12.03
0.83,-0.89,1,294.17,193.12,53.86
0.79,-1.37,1,318.94,74.11,24.06
1.57,-0.16,1,-75.82,345.17,138.08
0.51,-2.89,0,-74.72,-115.96,-136.36
1.53,-2.14,-1,106.76,-74.48,-92.25
1.13,-0.4,0,249.21,290.96,41.83
2.25,-2.09,-1,133.45,25.06,-48.13
1.73,-2.29,-1,90.94,-70.69,-89.38
2.71,-2.3,0,120.37,158.02,23.49
1.38,-2.8,1,162.88,-53.89,-24.06
2.3,-0.76,0,-78.61,356.82,88.24
2.28,-2.83,0,137.0,-37.24,-31.51
0.25,-1.26,-1,139.82,-195.59,-115.16
1.91,-2.22,2,65.09,212.01,96.83
0.99,-2.74,0,24.99,-147.15,-100.27
2.65,-2.32,0,131.37,145.62,18.91
3.08,-0.19,-1,-296.46,163.8,108.29
2.45,-1.42,1,-90.82,310.89,116.31
0.99,-0.03,-1,275.78,209.98,-2.29
0.9,-0.79,1,267.83,232.54,63.6
0.68,-2.82,-1,-98.98,-27.97,-179.91
2.36,-1.81,1,21.26,289.49,88.81
2.47,-2.18,-1,121.39,33.33,-40.68
0.78,-0.71,-1,299.82,-3.69,-53.29
0.54,-1.96,1,249.73,-114.7,-24.06
1.4,-1.43,-1,218.96,12.76,-59.01
2.36,-3.05,1,131.79,48.48,17.76
0.01,-0.77,-1,199.77,-215.94,-100.84
2.22,-1.08,-1,104.42,239.82,8.02
1.36,-2.2,2,165.89,149.5,66.46
1.19,-0.57,1,147.73,326.07,92.82
0.49,-0.01,-1,342.83,56.62,-29.79
2.48,-1.72,1,-32.79,297.11,100.84
2.9,-0.41,2,-258.26,-16.86,257.26
1.09,-0.6,0,289.53,237.62,28.07
2.31,-1.05,1,-130.49,320.17,129.49
2.03,-0.96,0,67.21,344.6,61.31
1.44,-1.18,0,268.22,195.73,14.9
1.11,-2.77,1,148.92,-92.75,-37.82
2.78,-2.84,1,84.85,143.18,53.86
0.63,-0.62,0,365.03,79.19,0.57
1.84,-1.01,-2,103.88,101.55,-67.04
3.08,-1.58,1,-224.71,215.48,143.24
1.43,-0.78,0,225.22,286.06,37.24
0.06,-1.31,0,211.75,-238.94,-71.62
2.17,-2.7,1,154.75,100.51,26.93
1.17,-0.26,0,210.29,324.97,52.14
1.09,-2.27,0,159.16,-125.14,-67.61
0.77,-0.7,-1,300.73,-4.62,-53.29
2.19,-1.84,0,168.79,195.02,20.05
2.35,-2.29,0,168.18,108.08,3.44
0.04,-2.21,-1,-73.37,-98.46,-181.63
1.7,-1.4,-1,206.87,83.59,-40.11
2.88,-2.02,1,-77.84,256.74,106.57
2.76,-3.11,1,104.96,82.51,37.24
1.85,-0.2,-2,76.01,209.98,-20.05
0.13,-1.27,1,311.92,-119.41,-8.02
1.58,-2.69,-1,-10.14,-98.0,-120.89
1.89,-1.35,-1,187.19,132.56,-26.36
1.83,-0.8,-1,163.55,241.01,1.72
2.9,-2.69,1,46.81,179.83,69.33
2.82,-1.53,0,-51.28,290.91,73.91
0.21,-2.64,-1,-95.94,-20.82,-196.52
0.3,-1.36,1,317.51,-82.78,-3.44
0.16,-2.48,-1,-88.13,-51.41,-190.22
0.81,-3.08,-1,-122.96,11.31,-187.36
3.08,-0.0,0,-389.26,24.01,176.47
1.75,-2.0,0,228.75,63.59,-14.32
2.16,-0.56,0,-79.83,367.97,91.67
2.77,-0.68,0,-250.14,272.94,119.75
2.68,-2.55,0,141.41,91.6,7.45
0.93,-2.98,-1,-111.68,-23.04,-174.75
2.58,-0.22,1,-329.22,132.64,192.51
2.95,-2.65,1,31.35,188.44,74.48
0.49,-0.4,0,373.65,84.55,5.16
1.01,-3.05,1,76.17,-117.98,-59.59
2.32,-0.28,0,-206.1,327.09,116.88
1.01,-0.19,1,125.77,331.12,104.28
2.62,-2.18,-1,115.05,51.09,-32.09
1.23,-2.81,1,150.99,-78.71,-33.23
0.81,-3.03,-1,-118.56,0.79,-184.49
1.9,-0.2,-1,40.65,335.68,40.11
0.95,-1.88,0,231.06,-102.68,-53.29
1.59,-0.36,0,84.41,375.02,70.47
0.27,-0.4,1,338.02,117.19,49.85
0.29,-2.46,0,-22.06,-177.53,-124.33
2.47,-1.58,1,-60.74,305.34,108.29
0.41,-1.26,0,290.82,-143.51,-48.7
0.9,-1.05,-1,262.45,-36.25,-65.89
0.65,-1.89,1,271.99,-75.18,-13.75
1.52,-2.61,1,196.2,2.89,-5.16
1.81,-0.98,-1,185.06,200.24,-9.74
2.43,-0.17,-1,-141.37,308.99,72.19
0.53,-0.35,0,367.96,112.27,10.31
1.6,-0.87,0,189.95,303.33,41.83
1.34,-0.91,-1,257.35,110.59,-32.66
0.42,-0.68,1,340.33,107.25,42.4
2.17,-1.05,1,-84.54,335.25,121.47
2.92,-1.39,-1,-9.35,224.18,30.37
0.27,-0.58,-1,282.61,-130.59,-75.06
2.12,-0.06,0,-190.04,340.39,118.03
0.65,-1.71,-1,105.95,-149.48,-118.03
2.82,-2.33,-1,104.82,38.81,-29.22
0.95,-0.13,0,253.0,295.84,46.98
0.73,-0.18,1,210.4,284.61,88.81
1.55,-0.2,1,-60.18,349.31,134.65
2.17,-1.28,1,-32.29,331.8,108.29
2.02,-0.93,-1,133.14,244.05,5.16
1.62,-1.79,-1,172.45,-11.85,-67.04
1.53,-0.24,1,-44.31,352.6,131.21
0.23,-1.42,0,223.21,-211.74,-68.18
1.85,-0.58,1,-80.98,348.63,130.06
1.48,-1.13,1,162.38,300.89,77.35
0.48,-3.01,-1,-111.44,34.62,-202.25
1.07,-2.3,0,149.32,-131.01,-70.47
0.56,-0.8,0,362.69,7.25,-13.75
2.95,-0.03,1,-347.01,-37.95,224.6
3.09,-0.46,-1,-250.87,200.12,93.39
1.9,-1.96,0,217.5,107.43,-3.44
0.95,-1.8,-1,125.59,-116.89,-106.0
3.1,-2.72,1,15.49,181.27,79.07
1.81,-2.58,-1,36.8,-91.63,-101.41
2.77,-3.04,1,101.04,99.22,41.83
2.55,-2.21,-1,117.35,36.15,-37.82
1.83,-3.06,1,136.71,-26.5,-13.18
2.0,-0.92,0,68.45,347.52,61.88
2.26,-2.94,-1,4.25,-110.64,-96.26
2.68,-0.02,0,-346.82,178.33,152.41
0.92,-2.52,-1,-36.43,-93.53,-148.97
0.01,-1.62,1,231.45,-203.07,-34.95
1.85,-1.3,0,185.83,260.86,31.51
0.5,-1.29,1,332.73,-2.92,12.03
1.84,-1.5,0,210.54,212.02,19.48
2.67,-1.19,-1,11.29,248.56,27.5
1.73,-1.24,1,104.59,319.11,85.37
1.16,-2.59,1,188.32,-63.72,-24.64
0.7,-2.12,1,237.66,-97.79,-24.06
0.93,-3.01,-1,-115.41,-17.3,-176.47
0.69,-0.31,-1,326.79,55.43,-35.52
1.04,-2.81,1,133.41,-105.81,-44.12
1.14,-1.25,-1,241.31,-12.59,-63.6
3.11,-1.17,2,-267.57,32.23,225.75
2.23,-2.93,1,144.0,57.43,17.19
0.28,-2.47,1,97.8,-190.63,-68.18
0.91,-1.25,-1,232.08,-67.27,-76.78
0.13,-1.35,-1,94.99,-208.78,-127.2
2.57,-0.23,-1,-170.02,290.28,76.78
2.64,-1.28,2,-213.7,161.46,192.51
1.98,-1.9,0,207.44,140.04,4.58
2.71,-2.48,-1,101.83,-6.48,-44.12
2.67,-2.19,-1,112.32,54.5,-29.79
1.43,-0.85,1,125.79,329.95,90.53
2.18,-0.97,0,17.4,349.87,69.33
1.1,-2.16,1,252.29,-5.34,-3.44
0.61,-2.52,-1,-63.23,-77.96,-166.73
1.89,-1.56,0,205.18,207.68,18.91
2.19,-1.12,0,49.38,333.94,61.31
0.99,-2.49,-1,-23.62,-98.79,-143.24
0.23,-2.83,-1,-101.4,20.15,-206.26
1.65,-0.05,0,-17.88,389.48,91.67
2.42,-1.7,0,97.87,257.32,41.25
0.35,-1.56,-1,90.46,-181.39,-126.62
0.39,-2.93,0,-94.11,-97.72,-145.53
2.76,-2.54,0,133.08,105.15,12.61
0.17,-0.03,1,311.14,158.26,65.32
0.32,-3.02,0,-111.66,-70.23,-154.7
0.36,-0.48,-1,307.37,-86.78,-64.17
0.79,-1.07,1,314.17,142.14,41.25
2.68,-1.5,0,-17.35,298.3,67.61
1.2,-2.82,0,34.32,-138.52,-92.82
0.19,-1.35,1,307.91,-115.34,-9.17
3.08,-1.48,-1,-26.26,211.35,34.38
2.16,-2.52,-1,76.63,-64.84,-77.92
0.59,-1.88,-1,58.41,-150.38,-131.21
1.93,-0.42,0,-29.9,381.22,86.52
0.3,-2.21,1,160.72,-186.81,-52.14
1.77,-0.08,0,-56.65,385.58,96.83
0.55,-3.12,1,1.6,-132.38,-89.95
0.8,-2.35,-1,-14.63,-109.21,-146.1
0.57,-1.96,0,156.2,-185.61,-79.64
0.93,-1.19,-1,243.11,-52.98,-72.19
1.99,-1.58,1,87.12,298.89,80.79
1.51,-2.65,0,116.47,-106.48,-65.32
0.84,-0.79,1,281.29,216.07,60.16
2.66,-2.92,1,106.42,114.45,42.4
3.09,-0.66,-1,-210.04,220.31,81.93
1.79,-2.71,1,180.07,33.85,4.58
2.74,-2.28,-1,108.33,41.69,-30.94
0.64,-0.76,2,193.78,185.91,107.72
1.76,-0.75,-1,174.69,239.07,0.57
1.06,-2.1,1,259.26,-3.9,-2.29
1.44,-1.52,1,225.3,221.93,52.71
2.24,-0.11,1,-279.6,213.67,179.34
2.21,-1.3,-1,131.71,195.29,-5.16
2.58,-0.43,0,-252.35,286.82,123.19
1.58,-1.55,1,195.67,245.34,59.01
3.11,-1.1,1,-314.09,138.83,172.46
2.93,-0.86,0,-251.57,255.57,118.6
2.6,-1.23,-2,19.58,117.81,-36.1
0.51,-0.11,1,255.29,242.2,80.21
1.37,-3.07,1,108.61,-85.28,-40.11
2.96,-0.04,1,-347.25,-39.23,224.6
2.23,-1.74,1,45.57,293.52,85.37
2.83,-2.72,-1,87.3,-46.89,-50.99
1.0,-0.65,0,314.48,198.54,20.05
0.39,-1.69,-1,68.4,-172.78,-131.78
1.7,-1.55,0,240.33,167.77,8.59
0.57,-2.62,1,114.19,-157.97,-60.16
2.74,-0.73,1,-303.81,185.53,172.46
2.62,-0.97,-1,-19.51,273.04,37.24
1.44,-0.31,0,127.89,364.04,64.74
1.1,-0.45,-1,284.58,149.95,-20.05
1.26,-0.47,0,222.76,308.46,45.26
1.21,-0.32,0,209.54,323.67,50.99
2.78,-1.01,0,-173.04,300.85,101.41
1.31,-0.12,-1,209.5,270.84,10.89
2.25,-0.33,-1,-47.39,326.73,52.71
3.01,-1.31,-1,-46.2,229.72,40.11
3.06,-1.3,0,-178.47,265.96,100.84
2.95,-2.54,1,12.42,204.9,80.79
1.33,-2.42,1,220.6,-0.7,-5.16
0.78,-1.02,-1,260.92,-62.43,-71.05
0.78,-2.8,0,-20.49,-142.78,-115.74
1.09,-2.02,-1,92.14,-110.65,-110.58
0.71,-0.91,1,316.57,152.17,45.84
1.62,-0.02,-1,97.1,333.19,34.38
1.17,-0.12,-2,191.02,126.72,-54.43
0.2,-1.8,0,119.82,-234.06,-91.67
1.75,-2.89,1,159.84,-8.34,-8.02
0.59,-0.4,0,363.34,121.43,10.89
2.54,-2.19,-1,118.43,39.48,-37.24
2.73,-1.87,0,50.49,249.05,49.27
0.68,-1.17,-1,226.28,-109.01,-85.37
0.3,-0.85,-1,237.73,-159.5,-88.81
3.0,-1.38,-1,-29.29,223.72,35.52
2.0,-2.92,0,103.41,-88.65,-52.71
1.04,-1.61,-1,175.36,-88.04,-89.95
1.08,-0.32,1,131.05,331.89,100.84
1.34,-1.22,0,287.87,157.68,6.88
0.96,-0.06,-2,214.33,92.47,-63.03
1.9,-0.21,-1,42.77,334.85,39.53
0.01,-2.49,0,-75.15,-158.44,-142.09
0.54,-0.6,0,371.03,51.25,-3.44
1.26,-2.5,-1,1.33,-101.14,-128.34
0.31,-0.98,1,348.69,1.06,18.91
2.01,-3.06,0,74.09,-107.87,-60.16
0.27,-0.05,-1,344.58,-28.38,-44.69
1.75,-3.14,1,120.44,-49.39,-22.35
0.02,-2.59,-1,-97.61,-13.72,-204.55
2.9,-0.39,1,-352.42,61.04,201.11
0.62,-2.72,-1,-89.71,-42.09,-177.62
2.05,-0.43,0,-72.73,375.04,92.82
2.51,-1.46,1,-100.18,304.88,117.46
2.11,-0.77,1,-127.43,331.51,134.07
2.68,-2.7,1,85.99,163.26,56.15
0.27,-0.65,0,366.74,-61.76,-21.77
0.5,-1.0,0,342.26,-62.33,-28.65
1.33,-1.74,1,258.25,146.76,33.8
2.36,-1.86,1,31.01,283.57,85.94
1.8,-2.05,-1,137.41,-28.93,-71.62
0.3,-2.72,-1,-98.4,-11.73,-195.95
2.31,-1.95,0,155.75,187.66,20.63
0.3,-2.04,-1,-17.36,-140.54,-156.99
0.31,-0.76,0,357.92,-73.43,-25.78
0.76,-2.2,-1,11.89,-123.24,-139.8
2.77,-2.92,-1,60.52,-90.88,-65.89
1.75,-2.95,-1,-52.57,-98.35,-126.05
0.61,-2.51,0,22.5,-171.57,-108.86
1.81,-1.94,-1,153.57,-8.13,-64.74
0.86,-1.14,1,307.49,148.31,41.25
0.27,-2.41,-1,-74.77,-75.03,-179.91
2.23,-1.11,-1,106.08,235.34,6.88
2.6,-0.38,-1,-145.31,292.65,69.9
3.0,-0.84,-1,-149.03,245.61,66.46
2.08,-0.45,-2,50.14,196.27,-21.2
1.3,-0.14,1,14.45,352.53,123.76
0.8,-0.63,1,269.42,234.95,67.04
1.14,-0.15,0,196.95,335.49,56.72
3.11,-1.73,0,-80.63,259.39,79.07
2.0,-0.17,0,-120.74,369.52,104.85
2.24,-1.36,1,-37.38,325.99,107.72
2.59,-2.97,0,130.73,-28.31,-21.77
0.75,-0.59,0,351.8,130.04,9.17
2.77,-1.3,1,-209.81,257.43,141.52
1.39,-1.25,-1,236.92,47.5,-49.27
1.32,-0.81,1,153.62,319.16,86.52
0.95,-1.08,0,333.42,72.04,-7.45
2.29,-0.62,-1,3.38,307.89,38.39
2.8,-2.99,1,94.81,113.15,46.41
2.76,-0.53,-1,-156.82,273.7,70.47
2.23,-0.17,-1,-77.16,330.92,60.73
0.78,-2.22,1,226.99,-92.84,-25.21
2.79,-0.11,1,-350.05,36.01,210.85
2.65,-2.78,1,98.12,143.87,49.85
3.07,-0.84,-1,-165.84,234.59,70.47
1.09,-2.6,-1,-36.9,-91.25,-143.81
0.88,-2.58,-1,-51.45,-84.28,-154.7
0.79,-0.63,-1,306.61,16.25,-48.13
0.08,-2.65,0,-89.09,-130.26,-147.25
0.48,-2.79,0,-59.85,-132.11,-132.35
1.14,-1.6,1,282.28,127.25,30.94
0.76,-0.13,0,304.32,242.74,36.1
1.99,-2.49,-1,70.37,-73.26,-85.94
3.08,-2.69,1,13.86,185.31,79.64
1.21,-2.79,0,43.5,-138.36,-90.53
0.73,-2.83,1,90.21,-141.38,-63.03
2.14,-0.5,1,-193.04,301.7,151.26
2.3,-2.13,-1,129.24,23.0,-47.56
2.21,-1.1,-1,109.47,235.05,6.3
1.73,-1.56,0,235.64,172.34,9.74
1.72,-0.67,0,110.04,354.09,60.16
0.48,-2.57,0,-13.7,-165.7,-119.75
2.22,-2.26,0,181.2,93.16,-2.29
2.25,-0.39,0,-155.81,350.35,106.57
0.14,-2.14,0,20.53,-218.28,-114.59
0.76,-2.14,-1,24.8,-127.79,-136.36
0.23,-2.98,1,-16.75,-147.9,-100.27
0.62,-0.32,-1,329.43,30.2,-40.11
1.37,-0.61,1,95.71,344.63,100.84
1.75,-0.66,0,97.07,358.44,62.45
1.8,-1.35,-1,198.35,115.2,-31.51
2.71,-0.21,1,-343.97,86.58,200.54
3.13,-1.04,-1,-134.37,229.64,62.45
1.01,-2.75,0,25.36,-146.2,-99.69
2.37,-0.73,-1,2.1,297.97,36.67
0.17,-0.64,-1,257.11,-166.22,-84.22
1.36,-2.75,1,170.81,-50.18,-22.35
1.54,-1.76,1,223.29,192.99,44.69
1.78,-0.66,-1,158.71,259.74,6.88
1.42,-1.27,1,201.17,266.61,65.89
0.61,-1.55,0,259.9,-135.49,-53.86
2.08,-1.15,1,-31.35,339.42,110.58
1.6,-0.99,0,209.31,278.89,34.95
2.05,-0.84,-1,113.1,264.09,12.03
0.31,-2.52,-1,-83.44,-55.79,-183.92
2.73,-1.47,-1,46.24,209.2,14.9
0.61,-1.35,0,298.56,-100.84,-42.4
2.49,-1.67,-1,113.22,150.61,-10.31
1.03,-0.7,0,312.9,195.7,18.91
2.44,-2.5,0,160.24,68.32,-3.44
1.58,-0.28,-1,157.77,293.67,17.19
1.65,-2.5,1,204.05,51.35,8.59
2.69,-0.26,1,-340.05,104.65,196.52
0.9,-2.87,1,103.77,-125.18,-55.58
1.73,-2.67,-2,-71.3,-2.66,-168.45
2.53,-3.03,0,121.74,-50.01,-28.65
0.07,-1.6,-1,28.55,-195.44,-144.96
1.57,-3.13,1,111.65,-69.05,-32.09
2.18,-3.06,0,91.27,-93.78,-50.42
2.58,-1.42,-1,70.22,209.13,9.17
1.63,-1.76,1,205.04,212.28,49.85
1.38,-3.04,0,1.49,-131.33,-95.11
0.67,-2.38,-1,-34.22,-102.4,-155.27
2.73,-1.19,1,-222.32,255.52,145.53
2.85,-1.31,1,-227.69,240.88,145.53
2.34,-0.04,1,-305.41,169.84,189.08
2.53,-2.83,0,141.95,-2.19,-17.19
0.84,-1.33,0,316.18,-25.56,-28.07
2.81,-2.51,1,36.05,206.0,74.48
1.19,-1.34,-1,229.96,-17.4,-65.89
1.47,-1.82,-1,163.67,-42.08,-77.35
2.14,-0.34,1,-222.09,279.65,160.43
3.12,-0.1,1,-342.0,-81.49,230.33
2.27,-1.17,0,34.27,331.21,63.03
0.48,-2.8,1,59.03,-161.09,-75.63
2.03,-3.03,1,142.62,7.14,-0.0
2.81,-1.74,1,-122.74,270.49,118.6
2.87,-1.64,1,-161.41,260.16,127.77
1.36,-2.91,-1,-78.0,-75.35,-146.1
1.14,-0.54,1,157.78,321.47,91.67
0.85,-1.32,1,313.87,104.51,30.37
1.25,-1.14,-1,252.03,36.62,-50.99
2.57,-2.94,-1,37.8,-104.07,-78.5
0.3,-1.55,1,291.14,-117.11,-14.32
2.7,-0.37,0,-296.5,244.16,133.5
1.68,-0.4,-1,148.04,289.69,16.04
1.28,-0.36,0,194.79,331.4,52.71
1.72,-0.91,1,39.51,349.01,103.71
2.22,-3.05,1,137.27,29.62,9.74
2.13,-2.0,-1,143.76,27.69,-49.85
1.68,-1.99,-1,143.16,-36.04,-75.06
2.17,-1.29,-1,138.58,191.99,-6.88
2.45,-0.82,-1,-2.78,289.27,36.1
1.98,-1.17,1,7.11,339.72,103.71
0.49,-0.57,-1,305.56,-63.86,-61.88
3.03,-0.39,0,-357.16,139.49,151.26
2.48,-1.06,1,-180.64,294.27,138.66
1.29,-1.47,2,131.86,227.62,104.28
2.16,-3.06,-1,-33.46,-116.77,-108.86
2.59,-1.21,1,-180.15,285.48,136.36
3.06,-2.43,0,80.52,163.77,36.1
0.79,-0.32,-1,319.57,85.5,-30.37
0.2,-2.2,-1,-55.39,-110.73,-171.89
1.78,-2.67,1,184.04,40.42,6.3
2.51,-1.18,1,-163.4,297.31,133.5
2.82,-2.61,-1,95.31,-24.16,-45.26
0.66,-0.4,0,353.96,146.55,14.9
3.06,-2.29,1,-61.96,228.52,101.41
0.19,-3.04,0,-121.36,-50.19,-163.29
0.96,-0.76,1,249.07,253.49,68.75
1.33,-0.3,0,164.85,349.15,59.01
2.25,-0.4,0,-153.32,351.08,106.0
2.7,-0.31,-1,-189.13,272.2,79.64
2.5,-1.93,0,114.75,218.11,32.66
1.67,-0.84,-1,202.98,203.3,-9.74
1.34,-1.42,0,288.91,105.78,-4.58
2.56,-2.11,-1,119.26,60.01,-31.51
2.47,-0.03,-1,-184.11,293.69,82.51
1.97,-1.68,-2,56.0,28.21,-97.98
1.42,-2.72,2,153.73,87.01,40.11
0.18,-0.04,0,385.36,59.56,8.02
0.21,-3.13,1,-44.16,-123.63,-110.01
1.62,-0.73,1,34.63,354.3,108.29
0.02,-1.63,1,231.43,-201.77,-34.95
0.54,-0.46,-1,319.84,-26.2,-52.71
2.54,-2.96,1,120.27,91.81,33.23
2.69,-2.45,0,135.58,118.53,13.75
0.63,-2.46,-1,-52.02,-88.92,-162.15
2.31,-1.63,-1,136.9,136.92,-18.33
0.93,-1.85,-1,112.0,-121.37,-110.01
0.38,-0.74,0,364.06,-43.37,-20.63
2.49,-1.63,2,-143.43,213.48,163.87
1.35,-2.01,0,233.87,-32.57,-37.82
2.25,-2.57,-1,74.0,-65.68,-75.63
3.13,-2.26,0,37.66,200.23,49.85
2.66,-0.85,1,-268.93,228.83,161.0
1.22,-0.97,0,296.59,186.41,14.32
2.35,-1.59,-1,129.15,151.15,-13.75
1.29,-3.03,0,-7.76,-131.38,-99.69
1.72,-1.27,0,214.79,241.65,25.78
0.2,-1.24,1,323.11,-91.48,-2.29
1.52,-2.29,-1,74.2,-88.09,-101.41
2.79,-1.37,0,-82.99,301.82,81.36
3.07,-3.02,0,130.01,22.29,2.86
1.33,-2.6,0,108.03,-122.08,-72.77
2.3,-2.39,1,122.64,187.89,52.14
2.95,-0.53,-1,-205.69,239.16,81.36
1.66,-0.28,-2,118.88,181.59,-35.52
0.29,-2.0,0,88.5,-220.31,-97.98
1.48,-2.01,0,236.12,-1.97,-30.37
1.99,-1.29,1,29.77,331.41,97.4
0.2,-1.6,-1,53.64,-190.09,-137.51
1.91,-1.84,0,216.11,140.78,4.01
2.75,-1.9,-1,94.18,127.86,-8.59
2.19,-0.57,0,-88.24,365.55,92.82
1.05,-2.88,0,-1.96,-138.55,-104.85
